ZIPCODE,State,City,1/31/1996,2/29/1996,3/31/1996,4/30/1996,5/31/1996,6/30/1996,7/31/1996,8/31/1996,9/30/1996,10/31/1996,11/30/1996,12/31/1996,1/31/1997,2/28/1997,3/31/1997,4/30/1997,5/31/1997,6/30/1997,7/31/1997,8/31/1997,9/30/1997,10/31/1997,11/30/1997,12/31/1997,1/31/1998,2/28/1998,3/31/1998,4/30/1998,5/31/1998,6/30/1998,7/31/1998,8/31/1998,9/30/1998,10/31/1998,11/30/1998,12/31/1998,1/31/1999,2/28/1999,3/31/1999,4/30/1999,5/31/1999,6/30/1999,7/31/1999,8/31/1999,9/30/1999,10/31/1999,11/30/1999,12/31/1999,1/31/2000,2/29/2000,3/31/2000,4/30/2000,5/31/2000,6/30/2000,7/31/2000,8/31/2000,9/30/2000,10/31/2000,11/30/2000,12/31/2000,1/31/2001,2/28/2001,3/31/2001,4/30/2001,5/31/2001,6/30/2001,7/31/2001,8/31/2001,9/30/2001,10/31/2001,11/30/2001,12/31/2001,1/31/2002,2/28/2002,3/31/2002,4/30/2002,5/31/2002,6/30/2002,7/31/2002,8/31/2002,9/30/2002,10/31/2002,11/30/2002,12/31/2002,1/31/2003,2/28/2003,3/31/2003,4/30/2003,5/31/2003,6/30/2003,7/31/2003,8/31/2003,9/30/2003,10/31/2003,11/30/2003,12/31/2003,1/31/2004,2/29/2004,3/31/2004,4/30/2004,5/31/2004,6/30/2004,7/31/2004,8/31/2004,9/30/2004,10/31/2004,11/30/2004,12/31/2004,1/31/2005,2/28/2005,3/31/2005,4/30/2005,5/31/2005,6/30/2005,7/31/2005,8/31/2005,9/30/2005,10/31/2005,11/30/2005,12/31/2005,1/31/2006,2/28/2006,3/31/2006,4/30/2006,5/31/2006,6/30/2006,7/31/2006,8/31/2006,9/30/2006,10/31/2006,11/30/2006,12/31/2006,1/31/2007,2/28/2007,3/31/2007,4/30/2007,5/31/2007,6/30/2007,7/31/2007,8/31/2007,9/30/2007,10/31/2007,11/30/2007,12/31/2007,1/31/2008,2/29/2008,3/31/2008,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020
22567,VA,Unionville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190934,192649,194782,199616,205130,210714,215633,219194,220500,220416,221419,223602,226198,228422,230091,230272,228224,225830,224463,223937,225415,228186,229981,230748,230438,231404,232406,233571,236122,238276,239604,241583,244455,247401,248331,247221,246213,244984,244433,244441,243939,243433,242693,242658,242566,242541,242354,242175,241416,240388,239299,238266,236429,234929,234180,232847,231372,229139,228522,227906,227440,226719,225742,224535,224601,224394,224076,223027,222166,221408,220275,219644,219351,219305,219291,219270,218766,218143,217235,216700,216096,215749,215057,214010,212979,212067,211188,210402,209832,209642,209523,209550,209425,209206,208960,208824,208540,208194,207728,207484,206972,206548,206324,206223,206251,206214,206013,205763,205458,205333,205472,205484,205417,205199,204792,204549,204401,204384,204745,205200,205951,206519,206839,206932,207211,207769,208306,208737,208633,208756,208450,208270,207743,207383,207273,207246,207296,206745,206203,205448,205194,204885,204798,204543,204787,204979,205087,205097,204892,205100,205267,205794,206329,206731,207154,207459,207153,206805,206522,206775,207173,207476,208076,208483,208905,209108,209784,210628,211640,212356,212963,213460,213936,214421,214783,215048,215245,215779,216689,217949,219244,220452,221675,222855,223887,224869,225880,227074,228338,229496,230125,230440,230768,231335,231933,232496,233128,233750
20664,MD,Newburg,158887,159434,159971,160657,160917,160845,160094,159854,158187,156966,155732,155889,156610,156308,155501,154259,154015,153782,153880,153042,154442,155592,156205,154891,153180,152679,152546,153404,153169,153801,155345,157569,158731,159191,160633,162001,162940,163510,164327,164512,165700,166167,166415,165827,166147,166805,166933,167770,168247,169140,169005,169913,170936,172791,174289,175592,175778,175655,175690,176270,178616,180833,183494,184966,185468,185592,185833,187187,188944,191054,193377,193682,193380,191888,191627,191970,193160,193608,194074,194723,197005,199744,202223,206378,209810,214251,217742,219977,222197,225198,227907,229955,229973,230974,232140,233539,236284,240808,244866,250436,255208,260796,266246,272290,280004,285921,291614,295882,300153,302411,306560,311306,316728,322360,330673,340258,347296,353993,361369,371634,378785,384388,387038,389245,393980,398717,402580,403504,404681,406405,407196,406907,408216,410595,414870,418562,420979,418814,414549,409400,407036,405116,401965,396800,389631,383676,377162,372105,363320,356389,348674,344496,340209,335632,330973,325169,322194,319193,316809,312536,310753,310732,311958,310455,307572,305018,305399,307775,309390,309895,308759,307714,306111,303662,301659,301229,300154,297035,291488,286093,280715,276500,274521,272823,270561,267748,265239,263516,262846,265122,267194,269463,271706,273296,272952,271683,271608,272683,272838,271103,269768,267638,266450,264007,262364,261297,262817,264742,267532,269235,271889,274865,277534,279579,281471,284541,286479,288364,287689,288135,287135,287709,287656,287672,286313,284629,283355,282684,282533,281337,280513,279781,280282,278148,275020,271735,270813,271431,272561,271965,271203,271556,273734,275812,274588,274967,276030,279553,281845,282727,282387,283018,284868,285761,284275,281162,281839,282964,284989,284767,284636,285791,286545,287977,286834,285999,285955,287840,288873,289417,289497,289698,290375,290284,292244,292486,293071,293066,292904,293126,293112,293735,293999,294345,294632,295214,294725,295118,296304,297998,299927,301034,302151,302981
24133,VA,Patrick Springs,71381,70598,70310,70048,70346,70053,68450,66300,64471,63159,62282,61312,60729,60096,59850,58920,57695,56361,56527,57334,57767,57136,55844,55198,54867,55318,54497,53570,52115,52085,52079,51835,51676,52121,52803,52811,51798,50397,49737,49457,49495,49039,48549,48581,48491,48771,48931,48738,48261,47385,46666,46445,46429,46689,46425,46183,46059,46053,45851,46049,46604,47799,48603,48807,48916,48903,49371,49534,49881,50005,50400,50819,51061,51398,51755,52599,53385,54071,54641,54985,55700,56323,56922,57180,58155,58883,60024,60438,61042,61397,62016,63110,63908,64903,65972,67445,67977,68514,69039,70227,70972,72034,73098,74141,74630,75452,76378,77678,79006,80514,82054,83726,85719,87640,89373,90860,93355,94807,95910,95870,96517,96857,96445,95882,96019,96123,96312,96116,95618,95133,94704,95092,95628,96350,97366,97780,96956,96215,95327,95716,95232,95485,95142,94780,93748,92742,91930,91364,90883,90447,89799,88602,87848,87265,87213,86933,86552,86382,86053,85842,85454,85110,84408,83585,82718,81711,80720,79841,79626,78730,77901,76968,76847,76102,76163,76215,76955,77114,77092,76938,76288,76236,76355,76813,76914,77555,78090,78485,78088,77726,77471,77595,78069,78179,77551,76895,76476,76425,76045,75866,75931,76455,77287,77476,77657,77702,78940,79624,80114,79914,79977,80186,80662,81018,80879,81017,80872,81214,80707,80629,81039,82122,83076,83335,83189,83300,83779,84495,85319,85893,86518,86802,86578,86034,85507,85627,85765,85634,85330,84917,84743,84534,84676,84936,85066,85139,85303,85506,85786,85949,86086,86282,86453,86745,86815,86990,87277,87569,87876,88005,88404,88570,89090,89170,89288,89338,89329,89281,89010,89038,89076,88865,88280,88217,88351,89063,89384,89357,89218,89127,89526,89852,90113,90555,91070,91317,91245,90903,90824,90989,91276,91483,91355,91089
21822,MD,Eden,104030,105387,105514,106962,107901,108668,109092,109170,109517,110064,110613,111628,111651,110980,110333,109249,108530,107924,107725,107470,107320,106753,106282,105314,105360,105699,106975,107580,108057,108637,108954,110035,109976,109906,109629,108948,109009,108213,108594,109544,111455,112403,113524,114033,114904,115889,116581,117549,117694,118464,117513,116451,115368,115836,116029,116375,116502,117152,117747,118513,119177,119811,121607,122729,123177,123194,124111,125567,127461,129173,131083,132163,133793,135410,136132,137089,138537,139395,139785,139061,138451,137087,136304,136928,137415,137787,138672,140384,141701,143282,144770,146489,148740,151599,154459,156199,157990,160249,162501,164654,166884,168823,170318,172678,173848,175671,177677,180845,183886,186018,187708,188759,190985,194438,198399,201968,206534,210797,213043,214850,216849,220572,223993,228048,230673,233052,235126,237899,239288,239867,240579,240347,240063,239154,240744,240892,241446,240269,240751,239122,238327,237171,237873,238663,238467,237615,235142,234900,233710,233261,229791,228198,226104,225267,223238,221139,220457,219648,219335,217379,215243,213073,213115,212969,212661,210239,209610,210350,210442,209385,205971,202674,201957,201810,200934,198427,197343,197856,196596,194375,190708,189185,188988,190274,188669,186630,183228,181442,177940,175172,173691,172195,172361,170447,168866,165451,163139,162487,164784,167409,171128,173179,173223,173694,173867,178140,182363,187573,192169,193797,193138,190384,187167,185625,185879,185805,185760,182901,180704,177759,176094,176499,177483,180411,183089,185597,186923,187833,188800,188813,188627,188914,189351,188372,187751,186469,186183,184866,184411,184529,184176,183978,184072,185187,186204,187094,186865,186007,185117,185281,186193,186797,187419,188572,189404,189953,190090,191074,192205,194054,195094,196039,196114,196980,198046,200180,201581,202580,203272,203845,204777,204849,205518,205734,206400,206622,207054,205738,204945,204166,204608,204850,205101,205614,206031,206681,207271,207891,208310,209475,210726,212284,213250,214335
21562,MD,Westernport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59012,59759,60218,60917,61423,61503,61951,62426,63050,63843,64785,66346,68200,69419,70277,71075,72202,73607,74207,74308,74312,73752,72904,71658,70551,69940,69430,69086,68781,68974,69489,70521,71351,72567,73961,74279,73622,72403,71993,72275,72382,72588,72557,72546,72028,71314,70249,69457,69006,68840,68437,67847,67195,66392,65489,64605,63874,63163,62512,62141,61927,61583,61044,60517,60143,59808,59523,59155,58859,58550,58270,58034,57695,57523,57277,56970,56646,56218,55834,55452,55315,55475,55660,55922,56015,56233,56442,56708,56749,57064,57428,57993,58137,57805,57460,56741,56186,55349,54763,54717,55042,54804,54307,53364,53001,52545,52225,51947,51763,51796,51687,50838,49492,48641,48187,48427,48300,48725,48874,49628,50692,51745,52531,52982,53833,54639,55307,55111,54718,53887,53248,51903,50510,49587,49455,49670,49465,48999,48534,48399,48682,49154,49693,50190,50463,49946,48916,48288,48446,48867,48938,48757,48576,48307,48338,48841,49301,49790,50369,50703,50647,49997,49845,49943,49959,49749,49103,48423,47787,47643,47388,47151,46912,47165,47763,48560,49263,50027,50850,51398,51563,51240,51241,51484,51774,51925,51668,51204,50867,50628,50518,50539,50839
23885,VA,Sutherland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195466,194810,194262,193108,192159,191255,190267,189299,188438,187846,187252,186539,185848,185159,184528,183877,182987,182002,181191,180498,179882,178952,178260,177461,176945,176556,176443,176313,176238,176287,176386,176391,176163,176015,175632,175878,175718,175603,174822,174391,174074,173937,173725,173501,173352,173232,173139,172874,172711,172596,172749,172872,173008,173012,173056,173204,173365,173563,173749,173888,174104,174397,174748,174932,174938,174982,175019,175142,175302,175487,175745,176119,176561,176885,177236,177634,178235,178752,179339,179849,180387,180959,181434,181775,181888,182234,182504,182895,183177,183666,184191,184571,184917,185182,185573,186042,186563,186875,187280,187642,188111,188493,188795,189257,189624,189952,190422,190911,191552,191995,192398,192897,193290,193762,194260,194941,195597,196254,196952,197566,198196,198802,199475,200029,200627,201258,201793,202100,202539,203221,204432,205783,207147,208362,209615,210722,211727,212361,213196,214002,214915,215634,215881,216063,216197,216508,216745,217107,217501,218099
24216,VA,Appalachia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33662,33138,32831,32158,31713,31341,31304,31430,31715,31733,31574,31330,31441,31934,32495,33100,33556,33855,33759,33499,33263,33398,33790,34302,34276,34085,33682,33378,33006,32974,32943,32899,32563,32310,32230,32158,32185,31998,31862,31547,31313,30935,30667,30516,30412,30406,30193,30124,29974,29841,29700,29608,29460,29269,29087,28923,28779,28539,28419,28324,28371,28447,28461,28477,28490,28555,28550,28441,28327,28162,28044,27783,27549,27345,27300,27257,27245,27205,27163,27142,27149,27168,27098,27084,27073,27081,26983,26961,26992,27117,27217,27317,27368,27468,27576,27694,27724,27775,27843,27880,27866,27803,27850,27900,27949,27921,27953,28001,28120,28174,28253,28308,28347,28375,28464,28580,28750,28821,28836,28861,28877,28910,28941,28944,28970,28925,28594,28306,27939,27977,27967,27997,27915,27830,27729,27593,27386,27236,27251,27299,27394,27235,27127,26920,26844,26800,26704,26735,26846,27013,27165,27138,27204,27337,27541,27733,27870,28002,28232,28383,28564,28652,28776,28922,29132,29219,29291,29281,29313,29321,29382,29424,29427,29392,29361,29400,29343,29392,29409,29519,29605,29710,29741,29805
24053,VA,Ararat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105971,105713,105363,104627,103883,103582,103250,102773,101961,101472,101121,100648,99894,99197,98637,98159,97525,95946,94429,93102,92797,92367,91917,91375,90531,89486,88601,88299,88207,88426,88539,88614,87949,86952,85917,85268,85726,86283,86541,86144,85775,86016,86486,87206,87603,87869,87828,87971,87893,88100,87847,87319,87277,87449,87701,87249,87225,87660,88267,88410,88932,89347,90950,92230,93066,92367,91635,91551,91823,91736,91807,92005,91673,91116,90179,90131,89821,90476,90872,91212,90745,90740,90676,91123,91325,91606,91832,92057,92028,91666,91125,91011,91197,91302,91279,90833,90810,90938,90796,89983,89547,89447,89906,90007,90330,90047,89775,89528,89317,88933,88734,89101,89583,90150,90319,90216,89784,90116,90632,91169,91376,91909,92485,92675,92576,92423,92565,92805,93450,93969,95197,96067,97299,97541,98147,98835,100244,100711,100905,100857,101165,101301,100780,100566,100241,100569,100549,100539,100061,100253
24431,VA,Crimora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197370,196739,195851,194279,193054,191999,191601,190964,190765,189960,189024,187934,187057,185641,184665,183830,183329,182593,181148,180232,178948,178457,178227,178336,178438,179677,180879,181974,181780,181693,181390,180962,180394,180267,180203,180158,179806,179113,178174,177330,177034,177011,177503,177923,178494,178438,178414,178230,178121,177888,177998,178472,179067,179253,178983,178686,178507,178700,179020,179590,180081,180281,180247,180025,179873,179919,180152,180565,180881,181315,181467,181636,181779,182173,182758,183244,183817,184371,185138,185774,186312,186483,186738,186898,187234,187620,187817,188232,188549,188955,188954,188962,189141,189590,190113,190519,190940,191324,191787,192140,192411,192787,193276,193868,194348,194897,195486,196266,196942,197574,198170,198721,199331,199794,200534,201284,202217,203042,204061,204913,205622,206083,206556,206985,207459,207961,208429,208689,208839,209391,210537,212132,213692,214968,216063,217074,217830,218403,218849,219545,220361,220893,220872,220576,220425,220639,220985,221411,221961,222622
21053,MD,Freeland,187156,188092,188574,188844,187914,187175,186921,187756,187934,188530,188295,188843,189581,190112,190309,191082,193192,194704,195153,195588,197585,199214,200804,201219,201868,201892,202348,203313,205197,208104,211810,213190,213054,212378,213620,214910,215724,216420,216959,216804,216278,215135,214201,212678,212360,212606,213704,215514,216872,218753,220168,221947,222162,222062,222594,224597,226702,228066,228599,228215,227822,227113,226792,227683,229485,232472,234282,236787,238547,240898,242297,245241,248563,252417,256095,259153,262739,266156,269748,273398,276633,279845,282943,284979,287156,289130,291761,293533,294290,295272,297326,298345,299299,301106,304695,308351,312371,316538,320746,324901,330535,335332,338700,342598,349397,356024,362231,368255,373997,378394,382100,386647,391074,394622,399831,406246,410363,414424,418346,423389,426521,430404,434579,441180,446302,453001,457380,459127,461539,462651,461892,460099,460653,462780,464170,463030,462670,460422,457875,456303,453040,450167,448443,448548,448461,446744,444207,441389,438952,438944,438918,438854,438583,437672,435793,431459,426385,420481,417652,414910,412370,408325,406620,405127,404393,403602,403215,403224,404142,406532,407124,406688,404464,401271,397729,393265,389515,385399,381142,376908,372784,369822,365805,361135,358015,357580,357103,356544,355288,356251,358194,360590,360614,358441,357308,358376,358563,357641,356566,357412,358428,357756,356161,354651,355810,359082,362328,365477,369605,374414,378122,380897,383659,386775,390009,391311,391852,389770,388453,387255,386098,384962,383753,381300,378066,376324,376038,378113,379429,381788,383341,383407,382496,380152,379294,380814,383567,385170,385149,384552,384321,385742,386873,388695,391353,394847,399157,400446,402392,402669,404107,404357,404427,403007,402013,402513,401868,401030,397222,396011,395494,396746,397560,399568,402421,405188,407851,409411,411265,412280,414374,415441,416069,416735,418274,418287,419500,419815,420657,420433,422038,423430,424795,425697,426761,427124,426678,426891,425623,425157,424078,423804,421944,420365
20733,MD,Churchton,158412,158549,158569,158618,158916,159411,159916,160038,160142,160208,160635,161020,161358,161546,161885,162821,163308,163529,163556,164139,164793,165249,165308,165245,165667,166070,166716,166449,166435,166375,166498,166726,166931,167718,168027,168763,168607,169088,168893,169200,169419,169806,170693,171293,171916,172212,173382,174224,175515,175816,176705,177460,178382,179637,180281,181183,181725,182027,181992,182010,182608,183826,185306,186635,187723,187759,188065,188617,190055,191820,193556,195512,197379,199298,200479,201947,203924,207248,210258,212218,213928,216390,219273,222234,224817,227838,231598,235160,238195,240554,243901,247919,252001,254752,257911,261167,265191,268942,272682,276266,280931,285826,290520,296534,302190,309232,315207,321165,326217,330164,334643,341060,347396,354887,361601,367390,372238,376299,380734,384704,388254,392489,396478,397710,397703,395527,395415,394818,395770,395272,394827,394721,394798,394688,391820,390843,389388,388549,385531,382600,380194,377721,373389,368245,363403,359710,357742,355277,353022,350286,347175,343313,338359,335325,335167,334669,333553,331595,329194,325603,322490,321408,321295,322233,322698,322077,319387,318007,317518,315384,313389,312643,312489,310070,306410,303187,300562,298507,296230,293523,290831,290798,291498,290830,288856,286956,285826,283351,281028,279397,278573,278436,277538,276534,274520,274448,275039,277003,279402,282639,285300,285849,286427,286293,287060,287361,288375,288282,288879,289842,291067,291114,291535,293118,295195,296910,298042,298156,298430,299127,298996,297904,297179,298198,298524,298708,298789,299406,300096,300850,302074,302093,302217,301462,299461,297146,296039,296126,295335,295089,295019,295930,295629,296595,298134,300560,303205,304756,306226,306326,307066,306680,306265,306053,306398,306999,306218,305382,304647,305381,306011,307050,308601,310774,313223,315139,316615,316488,316775,317690,319281,320636,321710,321970,322022,322675,323905,325131,325514,327079,328555,329855,330662,330803,331316,332470,333399,333741,333460,333322,333895,334176,334507,334556
24620,VA,Hurley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69281,69364,69913,70572,71148,71217,71150,70989,70460,69745,68951,68460,68128,67990,67061,66295,65536,65545,65471,65451,65743,66144,66578,66716,66725,66624,66717,66563,66500,66270,66338,66385,66649,67061,67479,67562,67109,66668,66680,66892,66939,66687,66376,65954,65287,64549,63855,63283,63559,63611,64123,64185,64002,63575,63179,63468,63541,63168,62052,61468,60327,60329,59613,59722,59728,59656,59022,57682,56607,56439,57260,58023,58649,58432,58000,57360,57076,56730,56303,55514,55319,55130,55081,54668,54929,54476,54430,53708,53494,53386,53575,54243,54466,54416,53998,53834,53370,53659
24248,VA,Ewing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50060,49771,49763,49326,48902,48480,48199,48366,48521,49082,49536,50072,50500,50977,51118,51416,51649,52099,52569,52910,53131,53348,53555,53857,54000,54404,54870,55737,56779,57601,58198,57825,57983,57181,56991,56561,56703,56419,56304,56252,56458,56561,56696,57263,57496,57973,58238,58678,59615,60632,61718,62364,63002,63799,64637,65526,66251,66928,67303,67528,67171,66812,66554,66844,67331,67752,67922,68064,68417,68584,68663,68593,68794,69411,70028,70413,70390,70224,70446,70493,70594,70457,70577,70470,70657,70711,70493,69743,69013,69181,69681,70136,70033,69880,69691,70360,70386,69875,69412,69510,70068,69354,67800,66552,65978,66287,66249,65529,64930,64881,64841,64487,63609,63433,63952,64550,65040,64712,64519,64577,64843,64943,65128,65694,66440,66821,66813,66506,65850,65591,65577,65607,65726,65510,65376,65010,64867,64668,64111,63682,63310,63286,63080,63285,62716,62807,62518,62594,62582,63069,63888,64454,64885,64970,65299,65473,66027,65859,65901,65977,66076,65452,64919,64607,64889,65004,65161,65004,65163,65488,65647,65249,64545,64612,64671,64906,64927,65042,64782,64201,63728,63603,63967,64346,64970,65115,65444,65484,65489,65704,66376,67528,68459,69387,69998,70872,71686,72677,73261,74360,75695,76845,77422,77942,78467,78712,78934,79211,79651,80042,81008,81261,81385,81190,81683,82146,82477,82907,82990,83263,83214,83500,83291,83486,83719,84424,84842,84959,84945,84672,84824,85631,86934,87972,88491,88864,89100,89003,88743,88568,88399,88262,87787,86494
